timestamp,turbidity_in,turbidity_out,status,phase
218159,1205.04,1260.13,alert,emergency
218404,1218.89,1260.13,alert,emergency
218651,1191.13,1246.44,alert,emergency
218897,1191.13,1246.44,alert,emergency
219144,1205.04,1260.13,alert,emergency
219389,1205.04,1260.13,alert,emergency
219636,1205.04,1260.13,alert,emergency
219882,1191.13,1246.44,alert,emergency
220128,1191.13,1232.69,alert,emergency
220375,1205.04,1260.13,alert,emergency
220620,1218.89,1260.13,alert,emergency
220867,1191.13,1246.44,alert,emergency
221113,1191.13,1232.69,alert,emergency
221360,1205.04,1246.44,alert,emergency
221605,1205.04,1260.13,alert,emergency
221851,1205.04,1260.13,alert,emergency
222098,1191.13,1246.44,alert,emergency
222344,1191.13,1246.44,alert,emergency
222590,1205.04,1260.13,alert,emergency
222836,1218.89,1260.13,alert,emergency
223083,1191.13,1246.44,alert,emergency
223329,1191.13,1232.69,alert,emergency
223575,1205.04,1260.13,alert,emergency
223821,1218.89,1260.13,alert,emergency
224067,1205.04,1246.44,alert,emergency
224314,1191.13,1232.69,alert,emergency
224560,1191.13,1232.69,alert,emergency
224806,1191.13,1246.44,alert,emergency
225052,1205.04,1260.13,alert,emergency
225298,1191.13,1246.44,alert,emergency
225545,1191.13,1232.69,alert,emergency
225790,1205.04,1246.44,alert,emergency
226037,1205.04,1260.13,alert,emergency
226283,1205.04,1246.44,alert,emergency
226530,1191.13,1232.69,alert,emergency
226776,1191.13,1246.44,alert,emergency
227021,1205.04,1246.44,alert,emergency
227268,1205.04,1246.44,alert,emergency
227514,1191.13,1232.69,alert,emergency
227761,1191.13,1232.69,alert,emergency
228006,1191.13,1246.44,alert,emergency
228253,1205.04,1260.13,alert,emergency
228499,1205.04,1246.44,alert,emergency
228745,1191.13,1232.69,alert,emergency
228992,1191.13,1246.44,alert,emergency
229237,1205.04,1260.13,alert,emergency
229484,1205.04,1260.13,alert,emergency
229730,1191.13,1246.44,alert,emergency
229977,1191.13,1246.44,alert,emergency
230222,1205.04,1260.13,alert,emergency
230468,1205.04,1260.13,alert,emergency
230715,1205.04,1246.44,alert,emergency
230961,1191.13,1232.69,alert,emergency
231207,1191.13,1246.44,alert,emergency
231453,1205.04,1260.13,alert,emergency
231700,1205.04,1260.13,alert,emergency
231946,1191.13,1232.69,alert,emergency
232192,1191.13,1232.69,alert,emergency
232438,1205.04,1246.44,alert,emergency
232684,1205.04,1260.13,alert,emergency
232931,1205.04,1246.44,alert,emergency
233177,1191.13,1232.69,alert,emergency
233423,1191.13,1246.44,alert,emergency
233669,1205.04,1260.13,alert,emergency
233915,1205.04,1260.13,alert,emergency
234162,1191.13,1232.69,alert,emergency
234407,1191.13,1232.69,alert,emergency
234654,1205.04,1260.13,alert,emergency
234900,1205.04,1260.13,alert,emergency
235146,1191.13,1246.44,alert,emergency
235393,1191.13,1232.69,alert,emergency
235638,1191.13,1246.44,alert,emergency
235885,1205.04,1260.13,alert,emergency
236131,1205.04,1260.13,alert,emergency
236378,1191.13,1246.44,alert,emergency
236623,1191.13,1232.69,alert,emergency
236869,1205.04,1260.13,alert,emergency
237116,1205.04,1260.13,alert,emergency
237362,1191.13,1232.69,alert,emergency
237608,1191.13,1232.69,alert,emergency
237854,1205.04,1246.44,alert,emergency
238101,1205.04,1260.13,alert,emergency
238347,1205.04,1260.13,alert,emergency
238593,1191.13,1246.44,alert,emergency
238839,1191.13,1246.44,alert,emergency
239085,1205.04,1260.13,alert,emergency
239332,1205.04,1260.13,alert,emergency
239578,1191.13,1232.69,alert,emergency
239824,1191.13,1232.69,alert,emergency
240070,1205.04,1260.13,alert,emergency
240316,1205.04,1260.13,alert,emergency
240563,1205.04,1246.44,alert,emergency
240808,1191.13,1246.44,alert,emergency
241055,1191.13,1246.44,alert,emergency
241301,1205.04,1260.13,alert,emergency
241548,1205.04,1260.13,alert,emergency
241794,1191.13,1246.44,alert,emergency
242039,1191.13,1232.69,alert,emergency
242286,1205.04,1260.13,alert,emergency
242532,1205.04,1260.13,alert,emergency
242779,1191.13,1232.69,alert,emergency
243024,1191.13,1232.69,alert,emergency
243271,1205.04,1246.44,alert,emergency
243517,1205.04,1246.44,alert,emergency
243763,1205.04,1246.44,alert,emergency
244009,1191.13,1246.44,alert,emergency
244255,1191.13,1232.69,alert,emergency
244502,1205.04,1260.13,alert,emergency
244748,1205.04,1260.13,alert,emergency
244995,1191.13,1246.44,alert,emergency
245240,1191.13,1232.69,alert,emergency
245486,1205.04,1260.13,alert,emergency
245733,1205.04,1260.13,alert,emergency
245979,1205.04,1246.44,alert,emergency
246225,1191.13,1246.44,alert,emergency
246471,1191.13,1246.44,alert,emergency
246718,1205.04,1260.13,alert,emergency
246964,1205.04,1260.13,alert,emergency
247209,1191.13,1246.44,alert,emergency
247456,1191.13,1232.69,alert,emergency
247702,1205.04,1260.13,alert,emergency
247949,1205.04,1260.13,alert,emergency
248195,1191.13,1246.44,alert,emergency
248441,1191.13,1232.69,alert,emergency
248687,1205.04,1246.44,alert,emergency
248933,1205.04,1260.13,alert,emergency
249180,1205.04,1260.13,alert,emergency
249425,1191.13,1246.44,alert,emergency
249672,1191.13,1232.69,alert,emergency
249918,1205.04,1260.13,alert,emergency
250165,1218.89,1260.13,alert,emergency
250411,1191.13,1246.44,alert,emergency
250656,1191.13,1232.69,alert,emergency
250903,1205.04,1260.13,alert,emergency
251149,1205.04,1260.13,alert,emergency
251396,1205.04,1246.44,alert,emergency
251641,1191.13,1246.44,alert,emergency
251888,1191.13,1246.44,alert,emergency
252134,1205.04,1260.13,alert,emergency
252380,1218.89,1260.13,alert,emergency
252626,1205.04,1246.44,alert,emergency
252872,1191.13,1232.69,alert,emergency
253119,1205.04,1260.13,alert,emergency
253365,1218.89,1260.13,alert,emergency
253612,1191.13,1246.44,alert,emergency
253857,1191.13,1232.69,alert,emergency
254103,1205.04,1246.44,alert,emergency
254350,1205.04,1260.13,alert,emergency
254596,1205.04,1246.44,alert,emergency
254842,1191.13,1246.44,alert,emergency
255088,1191.13,1232.69,alert,emergency
255334,1205.04,1246.44,alert,emergency
255581,1218.89,1260.13,alert,emergency
255826,1191.13,1246.44,alert,emergency
256073,1191.13,1232.69,alert,emergency
256319,1205.04,1260.13,alert,emergency
256566,1218.89,1260.13,alert,emergency
256812,1205.04,1246.44,alert,emergency
257058,1191.13,1232.69,alert,emergency
257304,1191.13,1246.44,alert,emergency
257550,1205.04,1260.13,alert,emergency
257797,1205.04,1260.13,alert,emergency
258042,1191.13,1246.44,alert,emergency
258289,1191.13,1232.69,alert,emergency
258535,1205.04,1260.13,alert,emergency
258781,1218.89,1260.13,alert,emergency
259027,1191.13,1246.44,alert,emergency
259273,1191.13,1232.69,alert,emergency
259520,1205.04,1246.44,alert,emergency
259766,1205.04,1260.13,alert,emergency
260013,1205.04,1246.44,alert,emergency
260258,1191.13,1246.44,alert,emergency
260504,1191.13,1246.44,alert,emergency
260751,1205.04,1260.13,alert,emergency
260997,1205.04,1260.13,alert,emergency
261243,1191.13,1246.44,alert,emergency
261489,1191.13,1232.69,alert,emergency
261736,1205.04,1246.44,alert,emergency
261982,1205.04,1260.13,alert,emergency
262227,1191.13,1232.69,alert,emergency
262474,1191.13,1232.69,alert,emergency
262720,1191.13,1246.44,alert,emergency
262967,1205.04,1260.13,alert,emergency
263213,1205.04,1246.44,alert,emergency
263459,1191.13,1232.69,alert,emergency
263705,1191.13,1232.69,alert,emergency
263951,1205.04,1246.44,alert,emergency
264198,1205.04,1260.13,alert,emergency
264443,1191.13,1246.44,alert,emergency
264690,1191.13,1232.69,alert,emergency
264936,1205.04,1246.44,alert,emergency
265183,1205.04,1260.13,alert,emergency
265428,1191.13,1246.44,alert,emergency
265674,1191.13,1246.44,alert,emergency
265921,1191.13,1246.44,alert,emergency
266167,1205.04,1260.13,alert,emergency
266414,1205.04,1260.13,alert,emergency
266659,1191.13,1246.44,alert,emergency
266906,1191.13,1232.69,alert,emergency
267152,1205.04,1246.44,alert,emergency
267398,1205.04,1260.13,alert,emergency
267644,1191.13,1246.44,alert,emergency
267890,1191.13,1246.44,alert,emergency
268137,1205.04,1260.13,alert,emergency
268383,1218.89,1260.13,alert,emergency
268630,1205.04,1246.44,alert,emergency
268875,1205.04,1246.44,alert,emergency
269121,1205.04,1246.44,alert,emergency
269368,1205.04,1260.13,alert,emergency
269614,1218.89,1260.13,alert,emergency
269860,1205.04,1246.44,alert,emergency
270106,1191.13,1232.69,alert,emergency
270353,1205.04,1260.13,alert,emergency
270599,1218.89,1260.13,alert,emergency
270844,1191.13,1246.44,alert,emergency
271091,1191.13,1232.69,alert,emergency
271337,1205.04,1260.13,alert,emergency
271584,1205.04,1260.13,alert,emergency
271830,1205.04,1246.44,alert,emergency
272076,1191.13,1246.44,alert,emergency
272322,1191.13,1246.44,alert,emergency
272568,1205.04,1260.13,alert,emergency
272815,1205.04,1260.13,alert,emergency
273060,1191.13,1232.69,alert,emergency
273307,1191.13,1232.69,alert,emergency
273553,1205.04,1260.13,alert,emergency
273800,1205.04,1260.13,alert,emergency
274045,1191.13,1232.69,alert,emergency
274291,1191.13,1232.69,alert,emergency
274538,1191.13,1246.44,alert,emergency
274784,1205.04,1260.13,alert,emergency
275031,1205.04,1246.44,alert,emergency
275276,1191.13,1232.69,alert,emergency
275523,1191.13,1232.69,alert,emergency
275769,1205.04,1260.13,alert,emergency
276015,1218.89,1273.77,alert,emergency
276261,1205.04,1260.13,alert,emergency
276507,1205.04,1260.13,alert,emergency
276754,1232.69,1273.77,alert,emergency
277000,1232.69,1273.77,alert,emergency
277246,1205.04,1260.13,alert,emergency
277492,1205.04,1246.44,alert,emergency
277738,1205.04,1260.13,alert,emergency
277985,1218.89,1273.77,alert,emergency
278231,1218.89,1273.77,alert,emergency
278477,1205.04,1260.13,alert,emergency
278723,1205.04,1246.44,alert,emergency
278970,1218.89,1273.77,alert,emergency
279216,1218.89,1273.77,alert,emergency
279461,1205.04,1246.44,alert,emergency
279708,1205.04,1246.44,alert,emergency
279954,1218.89,1273.77,alert,emergency
280201,1218.89,1273.77,alert,emergency
280446,1205.04,1260.13,alert,emergency
280693,1205.04,1246.44,alert,emergency
280939,1205.04,1246.44,alert,emergency
281185,1205.04,1260.13,alert,emergency
281432,1218.89,1260.13,alert,emergency
281677,1205.04,1246.44,alert,emergency
281924,1191.13,1246.44,alert,emergency
282170,1205.04,1260.13,alert,emergency
282417,1205.04,1260.13,alert,emergency
282662,1191.13,1246.44,alert,emergency
282908,1191.13,1246.44,alert,emergency
283155,1205.04,1260.13,alert,emergency
283401,1205.04,1260.13,alert,emergency
283648,1205.04,1246.44,alert,emergency
283893,1191.13,1246.44,alert,emergency
284140,1191.13,1246.44,alert,emergency
284386,1205.04,1260.13,alert,emergency
284632,1205.04,1260.13,alert,emergency
284878,1191.13,1246.44,alert,emergency
285124,1191.13,1232.69,alert,emergency
285371,1205.04,1260.13,alert,emergency
285617,1205.04,1260.13,alert,emergency
285862,1191.13,1246.44,alert,emergency
286109,1191.13,1246.44,alert,emergency
286355,1205.04,1246.44,alert,emergency
286602,1205.04,1260.13,alert,emergency
286848,1205.04,1246.44,alert,emergency
287094,1191.13,1246.44,alert,emergency
287340,1191.13,1246.44,alert,emergency
287586,1205.04,1260.13,alert,emergency
287833,1205.04,1260.13,alert,emergency
288078,1191.13,1232.69,alert,emergency
288325,1191.13,1232.69,alert,emergency
288571,1205.04,1260.13,alert,emergency
288818,1205.04,1260.13,alert,emergency
289063,1191.13,1246.44,alert,emergency
289309,1191.13,1246.44,alert,emergency
289556,1205.04,1246.44,alert,emergency
289802,1205.04,1260.13,alert,emergency
290049,1205.04,1246.44,alert,emergency
290294,1191.13,1232.69,alert,emergency
290541,1191.13,1232.69,alert,emergency
290787,1205.04,1260.13,alert,emergency
291033,1205.04,1260.13,alert,emergency
291279,1191.13,1232.69,alert,emergency
291525,1191.13,1246.44,alert,emergency
291772,1205.04,1260.13,alert,emergency
292018,1205.04,1260.13,alert,emergency
292264,1191.13,1246.44,alert,emergency
292510,1191.13,1246.44,alert,emergency
292756,1191.13,1246.44,alert,emergency
293003,1205.04,1260.13,alert,emergency
293249,1205.04,1246.44,alert,emergency
293495,1191.13,1246.44,alert,emergency
293741,1191.13,1246.44,alert,emergency
293988,1205.04,1260.13,alert,emergency
294234,1205.04,1260.13,alert,emergency
294479,1191.13,1246.44,alert,emergency
294726,1191.13,1246.44,alert,emergency
294972,1205.04,1260.13,alert,emergency
295219,1205.04,1260.13,alert,emergency
295464,1205.04,1246.44,alert,emergency
295711,1191.13,1246.44,alert,emergency
295957,1191.13,1246.44,alert,emergency
296203,1205.04,1246.44,alert,emergency
296450,1205.04,1246.44,alert,emergency
296695,1191.13,1232.69,alert,emergency
296942,1191.13,1232.69,alert,emergency
297188,1205.04,1246.44,alert,emergency
297435,1205.04,1246.44,alert,emergency
297680,1191.13,1232.69,alert,emergency
297926,1191.13,1232.69,alert,emergency
298173,1191.13,1246.44,alert,emergency
298419,1205.04,1260.13,alert,emergency
298665,1205.04,1246.44,alert,emergency
298911,1191.13,1232.69,alert,emergency
299158,1191.13,1246.44,alert,emergency
299404,1218.89,1273.77,alert,emergency
299650,1218.89,1260.13,alert,emergency
299896,1191.13,1246.44,alert,emergency
300142,1191.13,1246.44,alert,emergency
300389,1205.04,1260.13,alert,emergency
300635,1205.04,1260.13,alert,emergency
300881,1205.04,1246.44,alert,emergency
301127,1191.13,1246.44,alert,emergency
301373,1191.13,1246.44,alert,emergency
301620,1205.04,1260.13,alert,emergency
301865,1205.04,1260.13,alert,emergency
302112,1191.13,1232.69,alert,emergency
302358,1191.13,1232.69,alert,emergency
302605,1205.04,1260.13,alert,emergency
302851,1205.04,1260.13,alert,emergency
303096,1191.13,1232.69,alert,emergency
303343,1191.13,1232.69,alert,emergency
303589,1205.04,1260.13,alert,emergency
303836,1205.04,1260.13,alert,emergency
304081,1205.04,1260.13,alert,emergency
304328,1191.13,1246.44,alert,emergency
304574,1191.13,1246.44,alert,emergency
304820,1205.04,1260.13,alert,emergency
305067,1218.89,1260.13,alert,emergency
305312,1191.13,1246.44,alert,emergency
305559,1191.13,1246.44,alert,emergency
305805,1205.04,1260.13,alert,emergency
306052,1205.04,1260.13,alert,emergency
306297,1205.04,1246.44,alert,emergency
306543,1191.13,1246.44,alert,emergency
306790,1191.13,1246.44,alert,emergency
307036,1205.04,1260.13,alert,emergency
307282,1205.04,1260.13,alert,emergency
307528,1191.13,1232.69,alert,emergency
307775,1191.13,1232.69,alert,emergency
308021,1205.04,1260.13,alert,emergency
308267,1205.04,1260.13,alert,emergency
308513,1191.13,1232.69,alert,emergency
308759,1191.13,1232.69,alert,emergency
309006,1205.04,1246.44,alert,emergency
309252,1205.04,1260.13,alert,emergency
309498,1205.04,1246.44,alert,emergency
309744,1191.13,1232.69,alert,emergency
309990,1191.13,1232.69,alert,emergency
310237,1205.04,1260.13,alert,emergency
310482,1205.04,1260.13,alert,emergency
310729,1191.13,1232.69,alert,emergency
310975,1191.13,1232.69,alert,emergency
311222,1205.04,1260.13,alert,emergency
311468,1218.89,1260.13,alert,emergency
311713,1191.13,1246.44,alert,emergency
311960,1191.13,1232.69,alert,emergency
312206,1191.13,1246.44,alert,emergency
312453,1205.04,1260.13,alert,emergency
312698,1205.04,1260.13,alert,emergency
312945,1191.13,1232.69,alert,emergency
313191,1191.13,1232.69,alert,emergency
313437,1205.04,1260.13,alert,emergency
313683,1218.89,1260.13,alert,emergency
313929,1191.13,1232.69,alert,emergency
314176,1191.13,1232.69,alert,emergency
314422,1205.04,1260.13,alert,emergency
314669,1205.04,1260.13,alert,emergency
314914,1205.04,1246.44,alert,emergency
315160,1191.13,1232.69,alert,emergency
315407,1191.13,1232.69,alert,emergency
315653,1205.04,1260.13,alert,emergency
315899,1205.04,1260.13,alert,emergency
316145,1191.13,1232.69,alert,emergency
316392,1191.13,1232.69,alert,emergency
316638,1205.04,1260.13,alert,emergency
316883,1205.04,1260.13,alert,emergency
317130,1191.13,1232.69,alert,emergency
317376,1191.13,1232.69,alert,emergency
317623,1191.13,1246.44,alert,emergency
317869,1205.04,1260.13,alert,emergency
318115,1205.04,1260.13,alert,emergency
318361,1191.13,1232.69,alert,emergency
318607,1191.13,1232.69,alert,emergency
318854,1205.04,1246.44,alert,emergency
319099,1205.04,1260.13,alert,emergency
319346,1191.13,1232.69,alert,emergency
319592,1191.13,1232.69,alert,emergency
319839,1205.04,1246.44,alert,emergency
320084,1205.04,1260.13,alert,emergency
320330,1205.04,1246.44,alert,emergency
320577,1191.13,1246.44,alert,emergency
320823,1191.13,1246.44,alert,emergency
321070,1205.04,1260.13,alert,emergency
321315,1205.04,1260.13,alert,emergency
321561,1191.13,1246.44,alert,emergency
321808,1191.13,1232.69,alert,emergency
322054,1205.04,1260.13,alert,emergency
322300,1205.04,1260.13,alert,emergency
322546,1191.13,1246.44,alert,emergency
322793,1191.13,1246.44,alert,emergency
323039,1205.04,1246.44,alert,emergency
323284,1205.04,1260.13,alert,emergency
323531,1205.04,1260.13,alert,emergency
323777,1191.13,1246.44,alert,emergency
324024,1191.13,1232.69,alert,emergency
324270,1205.04,1260.13,alert,emergency
324516,1205.04,1260.13,alert,emergency
324762,1191.13,1246.44,alert,emergency
325008,1191.13,1232.69,alert,emergency
325255,1205.04,1260.13,alert,emergency
325500,1205.04,1260.13,alert,emergency
325747,1205.04,1246.44,alert,emergency
325993,1191.13,1246.44,alert,emergency
326240,1191.13,1246.44,alert,emergency
326486,1205.04,1260.13,alert,emergency
326731,1205.04,1260.13,alert,emergency
326978,1191.13,1246.44,alert,emergency
327224,1191.13,1232.69,alert,emergency
327471,1205.04,1260.13,alert,emergency
327716,1205.04,1260.13,alert,emergency
327963,1191.13,1232.69,alert,emergency
328209,1191.13,1232.69,alert,emergency
328455,1191.13,1246.44,alert,emergency
328701,1205.04,1260.13,alert,emergency
328947,1205.04,1246.44,alert,emergency
329194,1191.13,1246.44,alert,emergency
329440,1191.13,1232.69,alert,emergency
329687,1205.04,1246.44,alert,emergency
329932,1205.04,1260.13,alert,emergency
330178,1191.13,1232.69,alert,emergency
330425,1191.13,1232.69,alert,emergency
330671,1205.04,1246.44,alert,emergency
330917,1205.04,1260.13,alert,emergency
331163,1205.04,1246.44,alert,emergency
331410,1191.13,1246.44,alert,emergency
331656,1191.13,1246.44,alert,emergency
331901,1205.04,1260.13,alert,emergency
332148,1205.04,1260.13,alert,emergency
332394,1191.13,1246.44,alert,emergency
332641,1191.13,1232.69,alert,emergency
332887,1205.04,1246.44,alert,emergency
333133,1205.04,1260.13,alert,emergency
333379,1205.04,1246.44,alert,emergency
333625,1191.13,1232.69,alert,emergency
333872,1191.13,1246.44,alert,emergency
334117,1205.04,1260.13,alert,emergency
334364,1205.04,1260.13,alert,emergency
334610,1191.13,1246.44,alert,emergency
334857,1191.13,1232.69,alert,emergency
335102,1205.04,1246.44,alert,emergency
335348,1205.04,1260.13,alert,emergency
335595,1205.04,1246.44,alert,emergency
335841,1191.13,1232.69,alert,emergency
336088,1191.13,1246.44,alert,emergency
336333,1205.04,1260.13,alert,emergency
336580,1205.04,1260.13,alert,emergency
336826,1191.13,1246.44,alert,emergency
337072,1191.13,1232.69,alert,emergency
337318,1205.04,1246.44,alert,emergency
337564,1205.04,1260.13,alert,emergency
337811,1205.04,1246.44,alert,emergency
338057,1191.13,1232.69,alert,emergency
338304,1191.13,1246.44,alert,emergency
338549,1205.04,1260.13,alert,emergency
338795,1205.04,1260.13,alert,emergency
339042,1191.13,1232.69,alert,emergency
339288,1191.13,1232.69,alert,emergency
339534,1205.04,1246.44,alert,emergency
339780,1205.04,1260.13,alert,emergency
340027,1205.04,1246.44,alert,emergency
340273,1191.13,1232.69,alert,emergency
340518,1191.13,1246.44,alert,emergency
340765,1205.04,1260.13,alert,emergency
341011,1205.04,1260.13,alert,emergency
341258,1191.13,1232.69,alert,emergency
341504,1191.13,1232.69,alert,emergency
341750,1205.04,1260.13,alert,emergency
341996,1205.04,1260.13,alert,emergency
342242,1191.13,1246.44,alert,emergency
342489,1191.13,1232.69,alert,emergency
342734,1191.13,1246.44,alert,emergency
342981,1205.04,1260.13,alert,emergency
343227,1205.04,1260.13,alert,emergency
343474,1191.13,1246.44,alert,emergency
343719,1191.13,1232.69,alert,emergency
343965,1205.04,1260.13,alert,emergency
344212,1205.04,1260.13,alert,emergency
344458,1191.13,1246.44,alert,emergency
344705,1191.13,1232.69,alert,emergency
344950,1191.13,1246.44,alert,emergency
345197,1205.04,1246.44,alert,emergency
345443,1205.04,1260.13,alert,emergency
345689,1191.13,1246.44,alert,emergency
345935,1191.13,1232.69,alert,emergency
346181,1205.04,1260.13,alert,emergency
346428,1205.04,1260.13,alert,emergency
346674,1205.04,1246.44,alert,emergency
346920,1191.13,1232.69,alert,emergency
347166,1191.13,1246.44,alert,emergency
347412,1205.04,1260.13,alert,emergency
347659,1205.04,1260.13,alert,emergency
347905,1191.13,1246.44,alert,emergency
348151,1191.13,1232.69,alert,emergency
348397,1205.04,1246.44,alert,emergency
348644,1205.04,1260.13,alert,emergency
348890,1205.04,1246.44,alert,emergency
349135,1191.13,1232.69,alert,emergency
349382,1191.13,1246.44,alert,emergency
349628,1205.04,1260.13,alert,emergency
349875,1205.04,1260.13,alert,emergency
350120,1191.13,1232.69,alert,emergency
350367,1191.13,1232.69,alert,emergency
350613,1205.04,1260.13,alert,emergency
350859,1205.04,1260.13,alert,emergency
351106,1205.04,1246.44,alert,emergency
351351,1191.13,1232.69,alert,emergency
351598,1191.13,1232.69,alert,emergency
351844,1205.04,1260.13,alert,emergency
352091,1205.04,1260.13,alert,emergency
352336,1191.13,1232.69,alert,emergency
352582,1191.13,1232.69,alert,emergency
352829,1205.04,1246.44,alert,emergency
353075,1205.04,1260.13,alert,emergency
353321,1205.04,1246.44,alert,emergency
353567,1191.13,1232.69,alert,emergency
353814,1191.13,1232.69,alert,emergency
354060,1205.04,1260.13,alert,emergency
354306,1218.89,1260.13,alert,emergency
354552,1191.13,1232.69,alert,emergency
354798,1191.13,1232.69,alert,emergency
355045,1205.04,1246.44,alert,emergency
355291,1205.04,1260.13,alert,emergency
355537,1205.04,1246.44,alert,emergency
355783,1191.13,1232.69,alert,emergency
356029,1191.13,1232.69,alert,emergency
356276,1205.04,1246.44,alert,emergency
356521,1205.04,1260.13,alert,emergency
356768,1191.13,1232.69,alert,emergency
357014,1191.13,1232.69,alert,emergency
357261,1205.04,1246.44,alert,emergency
357507,1205.04,1260.13,alert,emergency
357752,1205.04,1246.44,alert,emergency
357999,1191.13,1232.69,alert,emergency
358245,1191.13,1232.69,alert,emergency
358492,1205.04,1260.13,alert,emergency
358737,1218.89,1260.13,alert,emergency
358984,1191.13,1246.44,alert,emergency
359230,1191.13,1232.69,alert,emergency
359476,1205.04,1246.44,alert,emergency
359723,1218.89,1260.13,alert,emergency
359968,1205.04,1260.13,alert,emergency
360215,1191.13,1232.69,alert,emergency
360461,1191.13,1232.69,alert,emergency
360708,1205.04,1260.13,alert,emergency
360953,1205.04,1260.13,alert,emergency
361199,1191.13,1232.69,alert,emergency
361446,1191.13,1232.69,alert,emergency
361692,1191.13,1246.44,alert,emergency
361938,1205.04,1260.13,alert,emergency
362184,1205.04,1246.44,alert,emergency
362431,1191.13,1232.69,alert,emergency
362677,1191.13,1232.69,alert,emergency
362923,1205.04,1260.13,alert,emergency
363169,1205.04,1260.13,alert,emergency
363415,1191.13,1246.44,alert,emergency
363662,1191.13,1232.69,alert,emergency
363908,1191.13,1246.44,alert,emergency
364154,1205.04,1260.13,alert,emergency
364400,1205.04,1260.13,alert,emergency
364646,1191.13,1246.44,alert,emergency
364893,1191.13,1232.69,alert,emergency
365138,1205.04,1260.13,alert,emergency
365385,1218.89,1260.13,alert,emergency
365631,1191.13,1246.44,alert,emergency
365878,1191.13,1232.69,alert,emergency
366124,1205.04,1246.44,alert,emergency
366369,1205.04,1260.13,alert,emergency
366616,1205.04,1260.13,alert,emergency
366862,1191.13,1232.69,alert,emergency
367109,1177.17,1232.69,alert,emergency
367354,1205.04,1260.13,alert,emergency
367600,1218.89,1260.13,alert,emergency
367847,1191.13,1232.69,alert,emergency
368093,1191.13,1232.69,alert,emergency
368339,1191.13,1246.44,alert,emergency
368585,1205.04,1260.13,alert,emergency
368832,1205.04,1260.13,alert,emergency
369078,1191.13,1232.69,alert,emergency
369324,1191.13,1232.69,alert,emergency
369570,1205.04,1246.44,alert,emergency
369816,1205.04,1260.13,alert,emergency
370063,1191.13,1232.69,alert,emergency
370309,1177.17,1232.69,alert,emergency
370555,1191.13,1246.44,alert,emergency
370801,1205.04,1260.13,alert,emergency
371047,1205.04,1260.13,alert,emergency
371294,1191.13,1232.69,alert,emergency
371539,1191.13,1232.69,alert,emergency
371786,1205.04,1260.13,alert,emergency
372032,1205.04,1260.13,alert,emergency
372279,1191.13,1232.69,alert,emergency
372525,1177.17,1218.89,alert,emergency
372770,1191.13,1232.69,alert,emergency
373017,1205.04,1260.13,alert,emergency
373263,1205.04,1260.13,alert,emergency
373510,1191.13,1232.69,alert,emergency
373755,1177.17,1232.69,alert,emergency
374002,1205.04,1260.13,alert,emergency
374248,1205.04,1260.13,alert,emergency
374494,1205.04,1246.44,alert,emergency
374740,1191.13,1232.69,alert,emergency
374986,1191.13,1232.69,alert,emergency
375233,1205.04,1260.13,alert,emergency
375479,1205.04,1260.13,alert,emergency
375726,1177.17,1232.69,alert,emergency
375971,1177.17,1232.69,alert,emergency
376217,1205.04,1260.13,alert,emergency
376464,1205.04,1260.13,alert,emergency
376710,1191.13,1246.44,alert,emergency
376956,1191.13,1232.69,alert,emergency
377202,1191.13,1232.69,alert,emergency
377449,1205.04,1260.13,alert,emergency
377695,1205.04,1260.13,alert,emergency
377940,1191.13,1232.69,alert,emergency
378187,1177.17,1232.69,alert,emergency
378433,1205.04,1260.13,alert,emergency
378680,1205.04,1260.13,alert,emergency
378926,1191.13,1246.44,alert,emergency
379172,1191.13,1232.69,alert,emergency
379418,1191.13,1232.69,alert,emergency
379664,1205.04,1260.13,alert,emergency
379911,1205.04,1260.13,alert,emergency
380156,1191.13,1232.69,alert,emergency
380403,1177.17,1232.69,alert,emergency
380649,1205.04,1246.44,alert,emergency
380896,1205.04,1260.13,alert,emergency
381142,1205.04,1246.44,alert,emergency
381387,1191.13,1232.69,alert,emergency
381634,1191.13,1232.69,alert,emergency
381880,1205.04,1260.13,alert,emergency
382127,1205.04,1260.13,alert,emergency
382372,1191.13,1232.69,alert,emergency
382619,1177.17,1232.69,alert,emergency
382865,1191.13,1246.44,alert,emergency
383111,1205.04,1260.13,alert,emergency
383357,1205.04,1246.44,alert,emergency
383603,1177.17,1232.69,alert,emergency
383850,1191.13,1232.69,alert,emergency
384096,1205.04,1260.13,alert,emergency
384343,1205.04,1260.13,alert,emergency
384588,1191.13,1232.69,alert,emergency
384834,1191.13,1232.69,alert,emergency
385081,1191.13,1246.44,alert,emergency
385327,1205.04,1260.13,alert,emergency
385573,1205.04,1246.44,alert,emergency
385819,1191.13,1232.69,alert,emergency
386066,1177.17,1232.69,alert,emergency
386312,1205.04,1260.13,alert,emergency
386557,1205.04,1260.13,alert,emergency
386804,1191.13,1232.69,alert,emergency
387050,1191.13,1232.69,alert,emergency
387297,1191.13,1246.44,alert,emergency
387543,1205.04,1260.13,alert,emergency
387789,1205.04,1260.13,alert,emergency
388035,1191.13,1232.69,alert,emergency
388281,1177.17,1232.69,alert,emergency
388528,1205.04,1260.13,alert,emergency
388773,1205.04,1260.13,alert,emergency
389020,1191.13,1232.69,alert,emergency
389266,1191.13,1232.69,alert,emergency
389513,1191.13,1246.44,alert,emergency
389758,1205.04,1260.13,alert,emergency
